,Peak (full simulation)
1363,73.59492127929833
1364,63.98893066642418
1365,74.77755930382439
1366,76.11340604315834
1367,60.883814890984205
1368,61.01826352775775
1369,68.2373209982871
1370,74.93182513772206
1371,97.54306884300516
1372,77.9682238306042
1373,86.8449205659767
1374,69.51520518634301
1375,70.694734501676
1376,63.92703443198618
1377,66.35523648983161
1378,79.48520165090372
1379,74.65961647186103
1380,81.67166556369502
1381,74.7643454661317
1382,70.96948968059426
1383,79.40759128613222
1384,83.69373273275559
1385,66.99293341216408
1386,77.32998616855484
1387,70.31433079911308
1388,66.90145805112104
1389,76.35294712089811
1390,69.14592661681988
1391,69.47777574816968
1392,63.23928644867251
1393,74.07124944800728
1394,86.22381601110429
1395,68.9399176508202
1396,63.132784376606935
1397,65.84672780631522
1398,80.96593957034145
1399,73.36531972290481
1400,65.41463876289411
1401,73.68895344209872
1402,64.10785986972232
1403,68.5137668167921
1404,79.78705481957999
1405,83.08873579523109
1406,67.93981367388777
1407,68.47112137583453
1408,63.20960193914478
1409,74.95401468640314
1410,75.90644516221103
1411,79.67064093079505
1412,62.361734431790914
1413,86.91778041174624
1414,67.49747862450755
1415,87.70542709828499
1416,62.45813675505623
1417,78.25481066681581
1418,85.39262618170461
1419,80.90916004049967
1420,70.06620968477455
1421,75.6764032389911
1422,74.66197230758843
1423,81.84698430807964
1424,70.4102036025342
1425,66.37310384656921
1426,83.75532877044701
1427,74.2845709001359
1428,74.69372557696848
1429,76.31741105818593
1430,68.06643781681672
1431,86.61065335044681
1432,65.19978438790855
1433,73.83879766100326
1434,80.05540678297041
1435,74.45757886282053
1436,90.31221334079706
1437,77.379141712299
1438,74.31908958375527
1439,70.16042282046689
1440,90.79785569935576
1441,97.33666615076288
1442,68.45778357058019
1443,77.77946374733523
1444,86.4518286066263
1445,70.74173081269613
1446,71.67888027041809
1447,76.32363200136966
1448,76.63518825986566
1449,81.59439898849595
1450,73.75851559635697
1451,95.26485445860037
1452,62.57577820585333
1453,71.4009916666789
1454,74.27691083267702
1455,62.24214618134387
1456,73.72786693928177
1457,93.89418058440603
1458,72.85184584711628
1459,71.79837107046417
1460,80.903094464455
1461,66.27946637266085
1462,71.28885069825444
1463,69.84998932138703
1464,69.78854851021387
1465,77.15651401531947
1466,69.23890417704295
1467,82.73907410321131
1468,88.57840185222054
1469,64.23433385937636
1470,74.6999866503171
1471,63.49983521791131
1472,73.69801900927104
1473,75.09704760639222
1474,63.88224052037748
1475,64.95227065270474
1476,63.05502094205678
1477,71.48113581849363
1478,89.68092393643968
1479,70.74651979156714
1480,63.29308316562312
1481,56.42364600203887
1482,69.17134243403447
1483,65.83313708987187
1484,100.79889588190701
1485,83.55858646148505
1486,70.77530674819464
1487,72.36719445369607
1488,68.33111176353049
1489,73.83959222694472
1490,65.55713995286786
1491,90.99451034552288
1492,70.81988092489857
1493,77.17391780822874
1494,69.62970652929089
1495,80.65627217730636
1496,60.90434299680112
1497,96.19717495685778
1498,65.27826240588347
1499,80.61620066046079
1500,70.36527083091194
1501,87.54429337120685
1502,86.71391115646162
1503,69.36429185760153
1504,59.03315945974224
1505,77.6027124966771
1506,72.48900029140937
1507,76.60721582337692
1508,70.77061834306711
1509,65.41678346747277
1510,65.27591088588657
1511,65.53254990564348
1512,85.06937349978115
1513,81.97421967022485
1514,64.97464207964731
1515,86.12998235338743
1516,70.26115133902803
1517,97.24634644989082
1518,70.55921222298716
1519,67.50591549825742
1520,70.92301496014196
1521,69.67433561824214
1522,80.05777904738396
1523,73.8377548437964
1524,71.36280448218837
1525,71.36363707141395
1526,70.2898552112022
1527,73.82111539445764
1528,92.5453081796927
1529,87.79812485292248
1530,65.9334552348506
1531,64.92631101297019
1532,65.89895471743819
1533,79.12803333174772
1534,77.3599564281556
1535,60.58428672850861
1536,87.71955534557415
1537,108.83505184361621
1538,64.16535523671556
1539,74.76755481785123
1540,80.47531681447171
1541,67.86973205578484
1542,60.9000829274778
1543,64.59421508838774
1544,66.18512984184488
1545,80.72681098198272
1546,70.07338128754203
1547,67.75879285900037
1548,69.1703751597717
1549,72.51882263389386
1550,75.34845399422318
1551,64.14309529297273
1552,70.65540352550498
1553,72.97816631685264
1554,62.895873562945084
1555,78.29460462998144
1556,70.22437886230934
1557,63.57596353434998
1558,77.80779239550726
1559,70.87342100958415
1560,79.41011277506622
1561,64.93125774866421
1562,86.81762159210865
1563,62.43105255334165
1564,81.66883712768295
1565,73.89191465069321
1566,71.41757311282812
1567,76.7237929275492
1568,79.20694832515278
1569,84.98645505532785
1570,82.9156095214749
1571,72.68467076183315
1572,72.609290577507
1573,65.11998499136064
1574,87.97588314861629
1575,87.42580601366336
1576,76.41731566073076
1577,67.69736784439945
1578,78.25970657665876
1579,64.83359992043978
1580,70.50342500830526
1581,87.32163772841069
1582,65.92756098541058
1583,67.75996942425486
1584,66.27668869680576
1585,73.13833511514797
1586,71.93579901637396
1587,61.34450056542659
1588,72.14344427695305
1589,72.02641377569662
1590,74.30737127101806
1591,75.59544187897392
1592,82.61487913201874
1593,72.18127347840382
1594,72.6558621033629
1595,88.48367926246887
1596,72.89330795188849
1597,66.61319232529767
1598,68.13918081544598
1599,67.6989142729858
1600,77.4493037470221
1601,67.4860865358511
1602,107.99711323421418
1603,63.12262367240593
1604,75.44211174666628
1605,76.54925911256994
1606,72.50912445788191
1607,68.84404824857165
1608,79.38887517961084
1609,64.75248995169495
1610,82.35474088112699
1611,88.69640835241216
1612,73.28100702448387
1613,82.50239324725081
1614,64.93111202616107
1615,73.37023846380029
1616,69.12330902119902
1617,68.60181072705291
1618,79.73847168744189
1619,72.22674477346142
1620,92.61626634641436
1621,84.69797883562046
1622,83.68940453047544
1623,67.92556833339306
1624,69.97900226619754
1625,86.00544836687847
1626,72.87625537106774
1627,75.4646894968666
1628,70.47844558705914
1629,76.96696960471954
1630,65.82233492713462
1631,73.17696295769825
1632,77.82896062960322
1633,79.54451508215759
1634,78.39942828824802
1635,95.63995404727238
1636,65.23840806620555
1637,80.58275001911579
1638,54.58107276440106
1639,73.54727791789753
1640,70.62466778205648
1641,91.39139116823871
1642,70.97788654655791
1643,69.05068346524223
1644,82.22333975036334
1645,69.75717639468303
1646,70.06188904100394
1647,78.45638021879276
1648,62.80081541743308
1649,63.96401222163952
1650,67.0909014089984
1651,76.06722748718987
1652,86.42555624097022
1653,82.19484257418102
1654,73.8900152162235
1655,74.68894303219457
1656,58.517813380829864
1657,72.31306894467284
1658,66.25039891198624
1659,80.28794029214706
1660,67.67026200256396
1661,66.69361641322868
1662,75.56090348595507
1663,118.60721619913255
1664,69.21232820111632
1665,63.24296790992188
1666,72.5009776240319
1667,69.02535011656893
1668,66.92370345808301
1669,77.00289214872265
1670,87.29912020467064
1671,83.30584532497546
1672,72.93608131920759
1673,67.08606186138775
1674,75.5826235491795
1675,63.23325459508451
1676,80.05865763010391
1677,73.01941020819194
1678,71.32151276665702
1679,72.08367191171038
1680,70.14733355539026
1681,90.29301463768671
1682,75.87919910318428
1683,84.50134034202082
1684,66.82147960574537
1685,78.46553997348352
1686,80.99064809001865
1687,86.97417116693217
1688,62.36128702745014
1689,75.16097229625156
1690,77.19347233143978
1691,67.18659391871346
1692,72.51336043573352
1693,74.5986758933593
1694,83.89724424386688
1695,70.30780637847855
1696,65.34219981073306
1697,69.9941365181503
1698,102.7495640772502
1699,63.67901650599032
1700,72.98340640901975
1701,84.624343890447
1702,71.00105577612757
1703,70.25626779163163
1704,75.10438505229676
1705,66.42047327201529
1706,75.63326803429646
1707,70.1645031970213
1708,66.54339633709647
1709,91.51899834884658
1710,68.13338292953415
1711,81.84357236578586
1712,69.77116637783911
1713,78.17745830634635
1714,68.85140195426365
1715,69.83118399901753
1716,75.78411508547902
1717,78.84615391326867
1718,82.07302349021059
1719,73.62682628326439
1720,83.75497895095815
1721,69.07724605939767
1722,114.6104804852283
1723,86.56813414168758
1724,68.37108908452075
1725,69.69896785024142
1726,69.54303732007004
1727,85.45592629828559
1728,84.91580880012836
1729,76.04134473119552
1730,66.62865794515895
1731,76.03116486814992
1732,69.05732608285938
1733,58.10576052345426
1734,71.74142966864882
1735,79.7023441969724
1736,80.52600646790181
1737,73.89334848851207
1738,98.6835889886326
1739,66.61258945595097
1740,71.54417462823129
1741,76.23168759409829
1742,68.06842642509106
1743,73.29093695041668
1744,65.64784876347139
1745,58.953428542522424
1746,62.836729339558296
1747,68.28153911712332
1748,74.19901756049666
1749,67.32215389773853
1750,98.99765252091532
1751,64.01594584884597
1752,70.79167394505926
1753,73.4703590550929
1754,70.2274673309363
1755,75.9841319955932
1756,74.83172022397969
1757,79.09957811968346
1758,80.60481967552617
1759,68.92298986940388
1760,61.34886972935532
1761,83.34941184891497
1762,68.03931927680124
1763,72.84072796428981
1764,77.85425735267057
1765,91.37506695237995
1766,80.81008889981972
1767,76.17481891566197
1768,87.03244675646755
1769,62.353291619754856
1770,78.36575451181295
1771,70.90937549486524
1772,64.19189719590432
1773,68.93755890643095
1774,64.83347215753668
1775,75.89583523800799
1776,74.36306003592529
1777,73.78496218437688
1778,67.2889065667179
1779,85.83699176342414
1780,65.08474408745032
1781,77.29207818012947
1782,75.38524152568623
1783,73.50769810413591
1784,70.9397512323924
1785,72.00528726453265
1786,81.48776095771096
1787,67.02075270115382
1788,72.6290915116625
1789,76.69474411784789
1790,90.15184392027778
1791,79.20932444351709
1792,73.13174203801324
1793,60.60532110921056
1794,69.28707604792622
1795,73.9540826879674
1796,72.88226437644646
1797,67.68133448696241
1798,62.56609689032275
1799,80.1729631296399
1800,83.42266453057992
1801,72.01578489808178
1802,73.71309056617268
1803,66.21590060805555
1804,95.77963132591341
1805,67.4253542053145
1806,71.31130199677747
1807,72.682188565554
1808,75.14748191972716
1809,73.008760093323
1810,63.23182555375101
1811,73.18702106277674
1812,78.4352596912587
1813,70.78100683252917
1814,72.97399372427982
1815,71.95395059107658
1816,72.68063728775167
1817,67.15637740578549
1818,63.075730223937775
1819,142.90794936211887
1820,77.79834014788065
1821,97.87515294928231
1822,80.96488477979453
1823,69.4007708729365
1824,65.40140164456312
1825,70.872791022184
1826,65.30971968144021
1827,71.08660470560123
1828,74.2962784809022
1829,78.39503216413176
1830,73.040558298372
1831,64.70169843863782
1832,73.70335748873853
1833,75.58611377185765
1834,70.38554538523425
1835,71.65721179753284
1836,74.13623283628344
1837,69.10491314928485
1838,74.72091896823716
1839,69.15841802109209
1840,92.54647073705374
1841,63.637987673568105
1842,87.17388205337836
1843,69.48300450045294
1844,66.6421360258101
1845,61.545945127040326
1846,71.86599735048033
1847,82.58583597204134
1848,92.09192577845545
1849,71.60577845438759
1850,88.69959116951169
1851,70.90892719008224
1852,83.88727179211398
1853,74.94890283543339
1854,89.64472228474693
1855,79.29369054061038
1856,70.25470885629088
1857,81.79116034550522
1858,78.85500611265397
1859,66.10444455611605
1860,60.98823798808886
1861,76.99442924542119
1862,74.09009796478131
1863,73.11191246434642
1864,76.72125946418556
1865,75.16619831242632
1866,67.22598384784132
1867,63.3741076443285
1868,70.53885492028661
1869,78.27593931372184
1870,79.70780262382036
1871,82.60925459180095
1872,71.874190074897
1873,79.46694399646161
1874,82.82797491601363
1875,67.50177780908315
1876,74.07825807935657
1877,75.73568556500935
1878,60.76467097405403
1879,63.12698419344587
1880,86.81252890746794
1881,71.67659396542767
1882,74.75827159358643
1883,86.40486084885688
1884,82.50026081088798
1885,80.018088499262
1886,104.44556140217144
1887,78.18269748562743
1888,71.44093466826412
1889,63.13595805557832
1890,74.71038621579733
1891,71.09031053437143
1892,77.87787094249522
1893,96.94040862848702
1894,74.42305992503051
1895,73.59184149600756
1896,88.71914923355651
1897,64.81072977712918
1898,73.11661129355079
1899,78.3505986111541
1900,68.17607358243097
1901,78.04000185818957
1902,64.3824996117825
1903,85.84436539850485
1904,69.11583475596707
1905,65.90894638943945
1906,67.32948299919994
1907,75.64351617199613
1908,59.28217612523188
1909,90.15084777274254
1910,72.60249718791653
1911,77.56832525102668
1912,68.35185805769474
1913,84.50616986335277
1914,74.07534804975474
1915,61.4088794492735
1916,86.08928510279405
1917,90.03107783210201
1918,70.55022137377428
1919,72.92781280403604
1920,80.66641633751298
1921,72.55967011410414
1922,71.67922941875057
1923,65.53334334967339
1924,88.67213819278247
1925,79.19904148025584
1926,90.31974326608282
1927,75.0169995760969
1928,74.77298648477185
1929,76.13231641798899
1930,73.10354936296174
1931,69.51146720253793
1932,80.84072245253566
1933,78.16397987478533
1934,65.35752755077962
1935,67.51314894904563
1936,67.60242760875477
1937,80.02896716250585
1938,89.17550539218087
1939,64.91894244103254
1940,70.97505126102243
1941,69.95326230365522
1942,66.69578853489094
1943,68.86705435917706
1944,79.42906095978904
1945,64.11572706796392
1946,79.12602493174604
1947,78.11173603263207
1948,86.474797843959
1949,74.12753410318061
1950,64.07841393878805
1951,63.06635162880408
1952,73.5867011296272
1953,73.50460288313066
1954,83.66938447924154
1955,70.66580226929393
1956,88.48698304974955
1957,76.19954715140962
1958,66.06950051125185
1959,72.64215542958257
1960,74.21389309415665
1961,95.97922926174797
1962,68.67033197045713
1963,66.76095528377088
1964,75.10305434975987
1965,73.8639399916617
1966,75.56024828017703
1967,69.50838720658977
1968,63.23811092106434
1969,75.11990205182893
1970,68.75011289124377
1971,91.91969901838986
1972,79.57371015680127
1973,69.31093471881566
1974,75.76394300539815
1975,78.40507104967467
1976,76.59456070362931
1977,71.85230184831876
1978,71.59177348703092
1979,80.08570492129255
1980,71.02888228060303
1981,81.93580357545564
1982,63.176248720266656
1983,68.24298956898494
1984,69.93402167294651
1985,75.19693181609442
1986,71.59218520255556
1987,78.65118237573
1988,85.74685141950711
1989,78.55797774020574
1990,70.306208917641
1991,63.548108046068066
1992,97.7011608148329
1993,67.75496733859397
1994,66.15264531652812
1995,65.78681618870485
1996,74.78852673128458
1997,67.99289837540783
1998,79.49846900577005
1999,67.10393091248895
2000,72.69047120624339
2001,66.63928938317682
2002,70.09218824976432
2003,74.9866179798626
2004,69.39411416210966
2005,61.78230526903034
2006,61.709848370638774
2007,86.09464401353837
2008,81.90788832857265
2009,70.30288483841514
2010,88.48549697924926
2011,70.75176780609452
2012,76.74745379061602
2013,78.40956683490519
2014,59.01424438336785
2015,79.60574807570298
2016,102.90660532592956
2017,72.47786373641199
2018,103.27444631444703
2019,88.47713331800308
2020,76.3754347039467
2021,66.58702554744067
2022,69.08636258600995
2023,67.57445807561623
2024,73.85332527167353
2025,69.86444781850447
2026,66.01865472005494
2027,69.78406328523668
2028,75.43134304022504
2029,69.93969313210594
2030,75.78339747210045
2031,75.17088904295113
2032,78.8437838048597
2033,74.1168870974633
2034,68.56330197716069
2035,75.66966730847066
2036,64.11015598439073
2037,86.42650532892829
2038,68.12377957240159
2039,89.46982620527955
2040,89.78622238861477
2041,64.3336748140715
2042,69.87037615465391
2043,78.60032220831697
2044,67.64140387939618
2045,72.53928210252901
2046,72.1224164414309
2047,83.5361260899962
2048,71.33577326362892
2049,77.87467627162455
2050,71.82688450573633
2051,78.01347620892257
2052,73.85868770243279
2053,71.5114540539447
2054,68.93026781697586
2055,68.20053996010233
2056,72.51443949642821
2057,63.45576680184466
2058,72.72665149140823
2059,70.57916429834908
2060,94.68711591419402
2061,67.85153757826158
2062,67.05163365313604
2063,66.03989493511253
2064,63.250036420795254
2065,76.48940108285538
2066,84.68532875059186
2067,72.7832249538082
2068,92.97092120235996
2069,80.65564982048826
2070,90.69576160081857
2071,67.43167491212625
2072,72.9780872233851
2073,70.30510248402659
2074,79.96727128694158
2075,74.12434040022302
2076,91.72251764877333
2077,90.84776995376072
2078,76.12091523686823
2079,72.77959886087052
2080,65.83138008209043
2081,70.48318989567585
2082,75.84442756208394
2083,67.18437475614533
2084,76.71896338552972
2085,67.57209058068399
2086,94.09178990835615
2087,74.80170041739648
2088,71.38445000635394
2089,66.88623468511263
2090,74.0477979725866
2091,66.21348712801284
2092,80.44417479515012
2093,71.35139687788865
2094,79.84318274514912
2095,76.88261065821915
2096,77.97937300056115
2097,79.23071018302981
2098,76.41263872507245
2099,78.31379939028072
2100,79.814684394346
2101,65.12062755341192
2102,66.54490683098946
2103,72.33235054739681
2104,77.08344240765287
2105,74.40539636412137
2106,67.70359575644405
2107,68.93043300021134
2108,67.1223252834123
2109,72.48058138231093
2110,86.53261952222407
2111,77.49860554630612
2112,84.57856715090702
2113,75.95460776796165
2114,72.08893703135475
2115,74.08587246210121
2116,76.92897406445695
2117,79.971977661926
2118,69.49452616592558
2119,77.19586627065706
2120,70.64453127922441
2121,87.50191515174349
2122,70.44120217144791
2123,79.67250556256928
2124,75.55953860869165
2125,83.5534616262189
2126,101.59077511661378
2127,97.8263911870142
2128,69.25391952550248
2129,90.82105522434465
2130,64.97008075331993
2131,67.96512553699783
2132,69.22272014922925
2133,76.36566110981695
2134,64.55205968275307
2135,61.636626851346584
2136,77.82099099151793
2137,62.490411795443734
2138,63.268890499697
2139,72.61710196101033
2140,80.46294208514215
2141,87.02642450945815
2142,83.80074115061637
2143,61.013374810635895
2144,79.08129582904161
2145,68.95034487065442
2146,78.76865228131311
2147,77.45856850830785
2148,80.48121529026918
2149,62.10238405081961
2150,95.4648610570533
2151,71.24137107355827
2152,76.57372067445573
2153,80.57667541360209
2154,69.44209197760709
2155,63.06365744802464
2156,73.23633733654137
2157,79.92986400095774
2158,66.04351255199481
2159,66.12335282185573
2160,63.652551707502916
2161,69.0060354448896
2162,99.72370341740873
2163,89.30088230840319
2164,64.8269855172191
2165,66.80928000593303
2166,67.63655003953467
2167,67.82759990547531
2168,74.97591535225988
2169,78.17583635568607
2170,64.20871822620715
2171,74.97629041829659
2172,65.94282539064297
2173,73.39247898291987
2174,80.29016628795175
2175,69.40631722948658
2176,67.89086001226245
2177,73.39384186883626
2178,63.23240111257636
2179,78.26027127219746
2180,77.57401133292609
2181,62.51347899750684
2182,73.31783337033305
2183,89.33903800111699
2184,62.40943256595389
2185,69.39267088853505
2186,85.86387795581042
2187,71.04019484494627
2188,64.55281563108039
2189,71.58741312446651
2190,75.441616666735
2191,71.91024710488757
2192,75.54314934923468
2193,69.66927931318261
2194,72.83734364951918
2195,69.64257720615424
2196,72.80372734493746
2197,68.77832626848245
2198,69.72958892821431
2199,81.10705074375089
2200,71.25246697326679
2201,80.83448909045977
2202,74.99832131719803
2203,91.809582615667
2204,72.72684490449845
2205,72.35255793556581
2206,77.41529993384083
2207,74.08233387853167
2208,64.37521568747034
2209,74.72055306980836
2210,66.99674278970285
2211,79.38271782495326
2212,76.67442609853607
2213,95.8175618812028
2214,64.48368009857309
2215,83.87515850246969
2216,69.45572323098637
2217,80.9108532064894
2218,82.1626508567122
2219,61.7857343544101
2220,70.10536515865213
2221,62.95267996120047
2222,79.52451991443019
2223,76.26111214939807
2224,80.11725828020039
2225,87.03312048054048
2226,73.95042150871798
2227,74.77848395517817
2228,69.86330260053444
2229,89.67574737023754
2230,69.24678341718477
2231,66.530394677269
2232,70.17925359894677
2233,75.59513253410809
2234,83.18259737352734
2235,65.95259552733754
2236,71.01769408249899
2237,76.4476083648951
2238,67.46560202796636
2239,68.9411661452966
2240,74.4861341785023
2241,64.32033887820045
2242,67.15915645416518
2243,86.21504586504436
2244,102.03140613041121
2245,64.039543325863
2246,58.8878472819897
2247,72.99875003950497
2248,65.0151288299661
2249,94.8638098793237
2250,68.90286649584893
2251,71.95589129691626
2252,59.85847587100379
2253,64.65612320756642
2254,72.86049691180109
2255,81.7544475847488
2256,76.82664268581512
2257,78.42601767936662
2258,81.53365862057471
2259,73.57848001046943
2260,61.54376741763629
2261,66.2394296602603
2262,68.02469173857054
2263,70.47968567073306
2264,76.55052589362198
2265,73.53515495497221
2266,69.55230870448997
2267,67.27300083892666
2268,71.02202657877383
2269,90.44288466380178
2270,60.683419013124166
2271,74.20251309078283
2272,105.6795251672228
2273,72.06904198540316
2274,74.54078956367407
2275,63.42907794832309
2276,74.90764373438476
2277,74.08428072685372
2278,85.82360465843938
2279,101.66603802073274
2280,81.49100438940842
2281,76.13593605586783
2282,77.39226664624775
2283,84.41764908951042
2284,63.141310906619914
2285,68.11352596818965
2286,71.91509767327007
2287,89.73609672023807
2288,66.96941033481542
2289,69.78087936471591
2290,82.8652851149675
2291,87.41248234357387
2292,70.27158172181329
2293,61.97086314974646
2294,73.8417831155253
2295,72.31001654776024
2296,65.33450339921652
2297,85.62537514806148
2298,84.59486009593627
2299,72.96713772525753
2300,67.20000108453075
2301,64.02946674293271
2302,69.71124000129147
2303,115.52175705287962
2304,67.80664303307749
2305,65.36903524508345
2306,94.82562944787308
2307,99.22258941302402
2308,90.885832156599
2309,64.33513226417529
2310,64.56890847689478
2311,80.11465553456074
2312,72.52594985883674
2313,74.72379678227442
2314,61.427949847554146
2315,68.77485892850416
2316,73.0695945737687
2317,83.4123932219598
2318,73.86967418864592
2319,67.99351786428221
2320,91.93899019675217
2321,82.74676667760201
2322,70.9585402639711
2323,96.1531561983616
2324,71.80064146206679
2325,67.93480259280315
2326,65.76388960768841
2327,93.30412680116103
2328,69.23199444286702
2329,70.84280754156767
2330,65.70163232198487
2331,80.48168377781421
2332,67.02441188034643
2333,72.88654285505798
2334,75.25752625769337
2335,61.83911176161474
2336,74.66984135894002
2337,68.77471005711706
2338,63.22941248236685
2339,74.2638112812185
2340,78.98880862151418
2341,66.70043827787129
2342,84.86226959593338
2343,72.59226449283898
2344,78.73405909849588
2345,69.99109305248855
2346,59.57234650790308
2347,67.52230556810328
2348,73.28183590344075
2349,78.0228688160469
2350,71.11455687008477
2351,93.50998872484915
2352,67.33788963967561
2353,97.07506961543531
2354,81.24014006247872
2355,64.5409246769179
2356,78.71165328457683
2357,71.47298097003872
2358,72.10041119814055
2359,79.40847840344584
2360,99.28323995184861
2361,70.91966473158233
2362,75.36035009760238
2363,74.08802709684245
2364,69.58407861244815
2365,78.18833674418892
2366,68.90212221271561
2367,89.5193564933367
2368,69.50695464892785
2369,65.56630146836675
2370,74.62480171327886
2371,75.13625825874634
2372,91.2810241464052
2373,78.7688353894101
2374,65.41888586397984
2375,75.29950123069767
2376,65.48563494758851
2377,78.28772287537443
2378,67.16075068867904
2379,78.57913556675783
2380,77.53902747107392
2381,76.23316591925055
2382,82.07748373249467
2383,75.93623064527762
2384,66.65587264316825
2385,60.53573976731023
2386,72.14264688171787
2387,77.04755181734554
2388,84.98978709452216
2389,75.27805605692556
2390,63.647998690042165
2391,65.39404792627788
2392,69.7928358964965
2393,72.61210735504427
2394,68.19368240710655
2395,81.08388261185925
2396,63.326659562102506
2397,63.498984054217246
2398,78.69715428592397
2399,115.91713141311602
2400,75.88182165328925
2401,73.4738897004909
2402,78.72358371894227
2403,75.25172443582983
2404,88.31951140598474
2405,64.36404593319781
2406,66.99881358720134
2407,72.55579770706308
2408,70.98176395461874
2409,80.98473511866071
2410,66.2124282933732
2411,82.34853514930704
2412,76.20554926865776
2413,68.12019146124672
2414,69.95622601276301
2415,67.54990865327035
2416,66.63180118643066
2417,72.52679739430191
2418,72.45645448449879
2419,69.42945123914963
2420,65.29809690311542
2421,66.35167982095089
2422,78.09063819483481
2423,76.98330581323775
2424,73.92873157398442
2425,78.9868124542344
2426,75.93830769369825
2427,83.4017403305975
2428,63.69557658034353
2429,57.15413602545759
2430,72.17699846080895
2431,66.19854509450522
2432,89.94759797816579
2433,55.70658599580687
2434,84.1530443165377
2435,82.49687158236237
2436,72.37704659564513
2437,65.13517114773067
2438,71.61223872589106
2439,84.70576755535468
2440,76.80155970712006
2441,62.998161620238314
2442,71.27675653060379
2443,90.8172097694062
2444,66.0823360100497
2445,91.17846174307516
2446,79.46262721376074
2447,71.15522647886394
2448,76.54001185274791
2449,68.88666586232074
2450,72.15892113313583
2451,70.85614223800064
2452,71.06897204252527
2453,70.42805741962722
2454,73.44197033084689
2455,80.00235512476166
2456,83.98665088619501
2457,72.08187510258215
2458,72.56769071816349
2459,76.10612424228889
2460,76.00732068727343
2461,77.75867314462506
2462,68.56998133953627
2463,74.49606151101635
2464,96.95984194527213
2465,68.88948420134514
2466,70.03574108427216
2467,74.01682121565406
2468,79.42512625241145
2469,72.2787606196585
2470,65.56410094393735
2471,84.79554281120572
2472,68.92434419601162
2473,72.4359635224055
2474,70.32598154449435
2475,62.21624679657263
2476,64.67181430590296
2477,79.20434043133899
2478,88.35245983827394
2479,67.28611518893834
2480,71.17352035387754
2481,81.66717952566188
2482,76.14974554879059
2483,62.20780518812615
2484,73.58392822713701
2485,61.80091618344804
2486,74.79293397724979
2487,68.52541805912954
2488,91.14718616264163
2489,76.27910325184406
2490,90.85677457040522
2491,60.06791879936571
2492,71.72082631618163
2493,65.94843104175625
2494,68.30746134341177
2495,73.14315102388308
2496,80.94419037143903
2497,74.75681251713718
2498,89.20566042060254
2499,69.73199153635254
2500,71.21470091508301
2501,76.31561117283783
2502,78.85720943183529
2503,82.51078126200736
2504,67.47939004570443
2505,94.03494657663977
2506,71.6651996431537
2507,60.067936656820635
2508,74.74956181012894
2509,68.78229357428468
2510,83.07959424399236
2511,67.91358672810647
2512,67.62734261585055
2513,92.3197957226628
2514,66.63615848051688
2515,73.14907262028997
2516,70.87612851998496
2517,93.63161067173188
2518,70.54798597819637
2519,69.38848581362394
2520,65.3865521366821
2521,69.44294848780252
2522,73.30606149518412
2523,71.52205528897801
2524,64.95194832215691
2525,71.5816491623531
2526,83.62600011968094
2527,92.11972248510035
2528,76.08782779324119
2529,70.09405076268348
2530,60.25657103100078
2531,75.81723112913963
2532,71.59939211072601
2533,75.1126447910089
2534,78.55960346350375
2535,77.91308751618516
2536,94.6829396138404
2537,69.85066680656911
2538,66.2177781828984
2539,81.58243147149649
2540,69.89881412478333
2541,76.7324858249818
2542,71.46926946246545
2543,75.11456302465179
2544,67.4020428098116
2545,64.51752122188287
2546,61.02318426190658
2547,73.57612728942526
2548,79.90599188639247
2549,84.44243916736725
2550,66.38884739130023
2551,74.70801682213849
2552,67.45251429513358
2553,76.60103865852017
2554,91.28254523839347
2555,66.4114492528937
2556,92.65063257513692
2557,73.0719443621666
2558,82.7791461765196
2559,89.95517141895952
2560,69.54680173609118
2561,74.00722460739502
2562,80.64216751313242
2563,71.07187022335945
2564,70.8012689754859
2565,78.75270844396259
2566,74.78702966944736
2567,70.32070792243677
2568,64.665840347853
2569,84.98679884315999
2570,84.03539626529731
2571,74.00446890800534
2572,71.35690968005011
2573,74.87189070410403
2574,63.862442664214136
2575,71.9246952752121
2576,69.91684461245646
2577,62.292735487087825
2578,71.51249075342372
2579,87.96627352967332
2580,68.7113232563569
2581,76.21708256646397
2582,71.6530278374069
2583,73.8477802248967
2584,74.65081843987798
2585,78.40333404469956
2586,74.43565112649841
2587,63.08408910858072
2588,82.43793188188477
2589,80.58054072720111
2590,74.79494181091538
2591,72.3658498970277
2592,76.225315544745
2593,79.95787435349862
2594,64.09598518620848
2595,73.79621016877472
2596,66.21294568972637
2597,62.11904845672824
2598,61.574552734271265
2599,71.64002663801281
2600,61.620265779987406
2601,65.82450067126688
2602,74.06538367396182
2603,71.10254239708256
2604,71.55510662864184
2605,69.9571962121639
2606,84.9456770727536
2607,64.94471875769096
2608,84.85285841199524
2609,78.98590286961462
2610,66.3171491174579
2611,75.97333575156925
2612,66.97726853900585
2613,89.3395231586173
2614,70.04736276090891
2615,83.38089268076284
2616,85.06212501971763
2617,90.17497132659228
2618,99.80835478628185
2619,70.52723206226457
2620,64.89368649260038
2621,70.96830805199825
2622,70.9883896209465
2623,69.22557163905473
2624,67.93953212293735
2625,78.47799467399024
2626,65.43648488605935
2627,72.7950389705372
2628,63.534060088002335
2629,73.4560223355664
2630,85.62293690940109
2631,61.59568775648086
2632,84.97933163970788
2633,70.36897621446884
2634,67.66463127859173
2635,70.97310613570185
